ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
ATC:C01AA03	Digitalisleaves	Drug_Code	drug_code
ATC:C01AA04	Digitoxin	Drug_Code	drug_code
ATC:C01AA05	Digoxin	Drug_Code	drug_code
ATC:C01AA06	LanatosideC	Drug_Code	drug_code
ATC:C01AA07	Deslanoside	Drug_Code	drug_code
ATC:C01AA08	Metildigoxin	Drug_Code	drug_code
ATC:C01AA09	Gitoformate	Drug_Code	drug_code
ATC:C01AA52	Acetyldigoxin,combinations	Drug_Code	drug_code
ATC:C01AB	Scillaglycosides	Drug_Code	drug_code
ATC:C01AB01	Proscillaridin	Drug_Code	drug_code
ATC:C01AB51	Proscillaridin,combinations	Drug_Code	drug_code
ATC:C01AC	Strophantusglycosides	Drug_Code	drug_code
ATC:C01AC01	G-strophanthin	Drug_Code	drug_code
ATC:C01AC03	Cymarin	Drug_Code	drug_code
ATC:C01AX	Othercardiacglycosides	Drug_Code	drug_code
ATC:C01AX02	Peruvoside	Drug_Code	drug_code
ATC:C01B	Class 1 and 3 antiarrhythmic drugs	Drug_Code	drug_code
ATC:C01BA	Class1aantiarrhythmicdrugs	Drug_Code	drug_code
ATC:C01BA01	Quinidine	Drug_Code	drug_code
ATC:C01BA02	Procainamide	Drug_Code	drug_code
ATC:C01BA03	Disopyramide	Drug_Code	drug_code
ATC:C01BA04	Sparteine	Drug_Code	drug_code
ATC:C01BA05	Ajmaline	Drug_Code	drug_code
ATC:C01BA08	Prajmaline	Drug_Code	drug_code
ATC:C01BA12	Lorajmine	Drug_Code	drug_code
ATC:C01BA51	Quinidine,combinationsexcludingpsycholeptics	Drug_Code	drug_code
ATC:C01BA71	Quinidine,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:C01BB	Class1bantiarrhythmicdrugs	Drug_Code	drug_code
ATC:C01BB01	Lidocaine	Drug_Code	drug_code
ATC:C01BB02	Mexiletine	Drug_Code	drug_code
ATC:C01BB03	Tocainide	Drug_Code	drug_code
ATC:C01BB04	Aprindine	Drug_Code	drug_code
ATC:C01BC	Class1cantiarrhythmicdrugs	Drug_Code	drug_code
ATC:C01BC03	Propafenone	Drug_Code	drug_code
ATC:C01BC04	Flecainide	Drug_Code	drug_code
ATC:C01BC07	Lorcainide	Drug_Code	drug_code
ATC:C01BC08	Encainide	Drug_Code	drug_code
ATC:C01BC09	Ethacizine	Drug_Code	drug_code
ATC:C01BD	Class3antiarrhythmicdrugs	Drug_Code	drug_code
ATC:C01BD01	Amiodarone	Drug_Code	drug_code
ATC:C01BD02	Bretyliumtosilate	Drug_Code	drug_code
ATC:C01BD03	Bunaftine	Drug_Code	drug_code
ATC:C01BD04	Dofetilide	Drug_Code	drug_code
ATC:C01BD05	Ibutilide	Drug_Code	drug_code
ATC:C01BD06	Tedisamil	Drug_Code	drug_code
ATC:C01BD07	Dronedarone	Drug_Code	drug_code
ATC:C01BG	Class1and3antiarrhythmicdrugs	Drug_Code	drug_code
ATC:C01BG01	Moracizine	Drug_Code	drug_code
ATC:C01BG07	Cibenzoline	Drug_Code	drug_code
ATC:C01BG11	Vernakalant	Drug_Code	drug_code
ATC:C01C	Cardiac stimulants excluding cardiac glycosides	Drug_Code	drug_code
ATC:C01CA	Adrenergicanddopaminergicagents	Drug_Code	drug_code
ATC:C01CA01	Etilefrine	Drug_Code	drug_code
ATC:C01CA02	Isoprenaline	Drug_Code	drug_code
ATC:C01CA03	Norepinephrine	Drug_Code	drug_code
ATC:C01CA04	Dopamine	Drug_Code	drug_code
ATC:C01CA05	Norfenefrine	Drug_Code	drug_code
ATC:C01CA06	Phenylephrine	Drug_Code	drug_code
ATC:C01CA07	Dobutamine	Drug_Code	drug_code
ATC:C01CA08	Oxedrine	Drug_Code	drug_code
ATC:C01CA09	Metaraminol	Drug_Code	drug_code
ATC:C01CA10	Methoxamine	Drug_Code	drug_code
ATC:C01CA11	Mephentermine	Drug_Code	drug_code
ATC:C01CA12	Dimetofrine	Drug_Code	drug_code
ATC:C01CA13	Prenalterol	Drug_Code	drug_code
ATC:C01CA14	Dopexamine	Drug_Code	drug_code
ATC:C01CA15	Gepefrine	Drug_Code	drug_code
ATC:C01CA16	Ibopamine	Drug_Code	drug_code
ATC:C01CA17	Midodrine	Drug_Code	drug_code
ATC:C01CA18	Octopamine	Drug_Code	drug_code
ATC:C01CA19	Fenoldopam	Drug_Code	drug_code
ATC:C01CA21	Cafedrine	Drug_Code	drug_code
ATC:C01CA22	Arbutamine	Drug_Code	drug_code
ATC:C01CA23	Theodrenaline	Drug_Code	drug_code
ATC:C01CA24	Epinephrine	Drug_Code	drug_code
ATC:C01CA25	Ameziniummetilsulfate	Drug_Code	drug_code
ATC:C01CA26	Ephedrine	Drug_Code	drug_code
ATC:C01CA27	Droxidopa	Drug_Code	drug_code
ATC:C01CA30	Combinations	Drug_Code	drug_code
ATC:C01CA51	Etilefrine,combinations	Drug_Code	drug_code
ATC:C01CE	Phosphodiesteraseinhibitorsdrugs	Drug_Code	drug_code
ATC:C01CE01	Amrinone	Drug_Code	drug_code
ATC:C01CE02	Milrinone	Drug_Code	drug_code
ATC:C01CE03	Enoximone	Drug_Code	drug_code
ATC:C01CE04	Bucladesine	Drug_Code	drug_code
ATC:C01CX	Othercardiacstimulantsdrugs	Drug_Code	drug_code
ATC:C01CX06	Angiotensinamide	Drug_Code	drug_code
ATC:C01CX07	Xamoterol	Drug_Code	drug_code
ATC:C01CX08	Levosimendan	Drug_Code	drug_code
ATC:C01D	Vasodilators used in cardiac diseases	Drug_Code	drug_code
ATC:C01DA	Organicnitrates	Drug_Code	drug_code
ATC:C01DA02	Glyceryltrinitrate	Drug_Code	drug_code
ATC:C01DA04	Methylpropylpropanedioldinitrate	Drug_Code	drug_code
ATC:C01DA05	Pentaerithrityltetranitrate	Drug_Code	drug_code
ATC:C01DA07	Propatylnitrate	Drug_Code	drug_code
ATC:C01DA08	Isosorbidedinitrate	Drug_Code	drug_code
ATC:C01DA09	Trolnitrate	Drug_Code	drug_code
ATC:C01DA13	Eritrityltetranitrate	Drug_Code	drug_code
ATC:C01DA14	Isosorbidemononitrate	Drug_Code	drug_code
ATC:C01DA20	Organicnitratesincombination	Drug_Code	drug_code
ATC:C01DA38	Tenitramine	Drug_Code	drug_code
ATC:C01DA52	Glyceryltrinitrate,combinations	Drug_Code	drug_code
ATC:C01DA54	Methylpropylpropanedioldinitrate,combinations	Drug_Code	drug_code
ATC:C01DA55	Pentaerithrityltetranitrate,combinations	Drug_Code	drug_code
ATC:C01DA57	Propatylnitrate,combinations	Drug_Code	drug_code
ATC:C01DA58	Isosorbidedinitrate,combinations	Drug_Code	drug_code
ATC:C01DA59	Trolnitrate,combinations	Drug_Code	drug_code
ATC:C01DA63	Eritrityltetranitrate,combinations	Drug_Code	drug_code
ATC:C01DA70	Organicnitratesincombinationwithpsycholeptics	Drug_Code	drug_code
ATC:C01DB	Quinolonevasodilators	Drug_Code	drug_code
ATC:C01DB01	Flosequinan	Drug_Code	drug_code
ATC:C01DX	Othervasodilatorsusedincardiacdiseases	Drug_Code	drug_code
ATC:C01DX01	Itramintosilate	Drug_Code	drug_code
ATC:C01DX02	Prenylamine	Drug_Code	drug_code
ATC:C01DX03	Oxyfedrine	Drug_Code	drug_code
ATC:C01DX04	Benziodarone	Drug_Code	drug_code
ATC:C01DX05	Carbocromen	Drug_Code	drug_code
ATC:C01DX06	Hexobendine	Drug_Code	drug_code
ATC:C01DX07	Etafenone	Drug_Code	drug_code
ATC:C01DX08	Heptaminol	Drug_Code	drug_code
ATC:C01DX09	Imolamine	Drug_Code	drug_code
ATC:C01DX10	Dilazep	Drug_Code	drug_code
ATC:C01DX11	Trapidil	Drug_Code	drug_code
ATC:C01DX12	Molsidomine	Drug_Code	drug_code
ATC:C01DX13	Efloxate	Drug_Code	drug_code
ATC:C01DX14	Cinepazet	Drug_Code	drug_code
ATC:C01DX15	Cloridarol	Drug_Code	drug_code
ATC:C01DX16	Nicorandil	Drug_Code	drug_code
ATC:C01DX18	Linsidomine	Drug_Code	drug_code
ATC:C01DX19	Nesiritide	Drug_Code	drug_code
ATC:C01DX21	Serelaxin	Drug_Code	drug_code
ATC:C01DX51	Itramintosilate,combinations	Drug_Code	drug_code
ATC:C01DX52	Prenylamine,combinations	Drug_Code	drug_code
ATC:C01DX53	Oxyfedrine,combinations	Drug_Code	drug_code
ATC:C01DX54	Benziodarone,combinations	Drug_Code	drug_code
ATC:C01E	Other cardiac preparations	Drug_Code	drug_code
ATC:C01EA	Prostaglandins	Drug_Code	drug_code
ATC:C01EA01	Alprostadil	Drug_Code	drug_code
ATC:C01EB	Othercardiacpreparations	Drug_Code	drug_code
ATC:C01EB02	Camphor	Drug_Code	drug_code
ATC:C01EB03	Indometacin	Drug_Code	drug_code
ATC:C01EB04	Crataegusglycosides	Drug_Code	drug_code
ATC:C01EB05	Creatinolfosfate	Drug_Code	drug_code
ATC:C01EB06	Fosfocreatine	Drug_Code	drug_code
ATC:C01EB07	Fructose1,6-diphosphate	Drug_Code	drug_code
ATC:C01EB09	Ubidecarenone	Drug_Code	drug_code
ATC:C01EB10	Adenosine	Drug_Code	drug_code
ATC:C01EB11	Tiracizine	Drug_Code	drug_code
ATC:C01EB13	Acadesine	Drug_Code	drug_code
ATC:C01EB15	Trimetazidine	Drug_Code	drug_code
ATC:C01EB16	Ibuprofen	Drug_Code	drug_code
ATC:C01EB17	Ivabradine	Drug_Code	drug_code
ATC:C01EB18	Ranolazine	Drug_Code	drug_code
ATC:C01EB21	Regadenoson	Drug_Code	drug_code
ATC:C01EB22	Meldonium	Drug_Code	drug_code
ATC:C01EB23	Tiazoticacid	Drug_Code	drug_code
ATC:C02	Antihypertensive drugs	Drug_Code	drug_code
ATC:C02A	Antiadrenergic agents, centrally acting	Drug_Code	drug_code
ATC:C02AA	Rauvolfiaalkaloids	Drug_Code	drug_code
ATC:C02AA01	Rescinnamine	Drug_Code	drug_code
ATC:C02AA02	Reserpine	Drug_Code	drug_code
ATC:C02AA03	Combinationsofrauwolfiaalkaloids	Drug_Code	drug_code
ATC:C02AA04	Rauwolfiaalkaloids,wholeroot	Drug_Code	drug_code
ATC:C02AA05	Deserpidine	Drug_Code	drug_code
ATC:C02AA06	Methoserpidine	Drug_Code	drug_code
ATC:C02AA07	Bietaserpine	Drug_Code	drug_code
ATC:C02AA52	Reserpine,combinations	Drug_Code	drug_code
ATC:C02AA53	Combinationsofrauwolfiaalkoloids,combinations	Drug_Code	drug_code
ATC:C02AA57	Bietaserpine,combinations	Drug_Code	drug_code
ATC:C02AB	Methyldopa	Drug_Code	drug_code
ATC:C02AB01	Methyldopa(levorotatory)	Drug_Code	drug_code
ATC:C02AB02	Methyldopa(racemic)	Drug_Code	drug_code
ATC:C02AC	Imidazolinereceptoragonists	Drug_Code	drug_code
ATC:C02AC01	Clonidine	Drug_Code	drug_code
ATC:C02AC02	Guanfacine	Drug_Code	drug_code
ATC:C02AC04	Tolonidine	Drug_Code	drug_code
ATC:C02AC05	Moxonidine	Drug_Code	drug_code
ATC:C02AC06	Rilmenidine	Drug_Code	drug_code
ATC:C02B	Antiadrenergic agents, ganglion-blocking	Drug_Code	drug_code
ATC:C02BA	Sulfoniumderivatives	Drug_Code	drug_code
ATC:C02BA01	Trimetaphan	Drug_Code	drug_code
ATC:C02BB	Secondaryandtertiaryamines	Drug_Code	drug_code
ATC:C02BB01	Mecamylamine	Drug_Code	drug_code
ATC:C02C	Antiadrenergic agents, peripherally acting	Drug_Code	drug_code
ATC:C02CA	Alpha-adrenoreceptorantagonists	Drug_Code	drug_code
ATC:C02CA01	Prazosin	Drug_Code	drug_code
ATC:C02CA02	Indoramin	Drug_Code	drug_code
ATC:C02CA03	Trimazosin	Drug_Code	drug_code
ATC:C02CA04	Doxazosin	Drug_Code	drug_code
ATC:C02CA06	Urapidil	Drug_Code	drug_code
ATC:C02CC	Guanidinederivatives	Drug_Code	drug_code
ATC:C02CC01	Betanidine	Drug_Code	drug_code
ATC:C02CC02	Guanethidine	Drug_Code	drug_code
ATC:C02CC03	Guanoxan	Drug_Code	drug_code
ATC:C02CC04	Debrisoquine	Drug_Code	drug_code
ATC:C02CC05	Guanoclor	Drug_Code	drug_code
ATC:C02CC06	Guanazodine	Drug_Code	drug_code
ATC:C02CC07	Guanoxabenz	Drug_Code	drug_code
ATC:C02D	Arteriolar smooth muscle, agents acting on	Drug_Code	drug_code
ATC:C02DA	Thiazidederivatives	Drug_Code	drug_code
ATC:C02DA01	Diazoxide	Drug_Code	drug_code
ATC:C02DB	Hydrazinophthalazinederivatives	Drug_Code	drug_code
ATC:C02DB01	Dihydralazine	Drug_Code	drug_code
ATC:C02DB02	Hydralazine	Drug_Code	drug_code
ATC:C02DB03	Endralazine	Drug_Code	drug_code
ATC:C02DB04	Cadralazine	Drug_Code	drug_code
ATC:C02DC	Pyrimidinederivatives	Drug_Code	drug_code
ATC:C02DC01	Minoxidil	Drug_Code	drug_code
ATC:C02DD	Nitroferricyanidederivatives	Drug_Code	drug_code
ATC:C02DD01	Nitroprusside	Drug_Code	drug_code
ATC:C02DG	Guanidinederivatives	Drug_Code	drug_code
ATC:C02DG01	Pinacidil	Drug_Code	drug_code
ATC:C02K	Other antihypertensives	Drug_Code	drug_code
ATC:C02KA	Alkaloids,excludingrauwolfia	Drug_Code	drug_code
ATC:C02KA01	Veratrum	Drug_Code	drug_code
ATC:C02KB	Tyrosinehydroxylaseinhibitors	Drug_Code	drug_code
ATC:C02KB01	Metirosine	Drug_Code	drug_code
ATC:C02KC	MAOinhibitors	Drug_Code	drug_code
ATC:C02KC01	Pargyline	Drug_Code	drug_code
ATC:C02KD	Serotoninantagonists	Drug_Code	drug_code
ATC:C02KD01	Ketanserin	Drug_Code	drug_code
ATC:C02KX	Antihypertensivesforpulmonaryarterialhypertension	Drug_Code	drug_code
ATC:C02KX01	Bosentan	Drug_Code	drug_code
ATC:C02KX02	Ambrisentan	Drug_Code	drug_code
ATC:C02KX03	Sitaxentan	Drug_Code	drug_code
ATC:C02KX04	Macitentan	Drug_Code	drug_code
ATC:C02KX05	Riociguat	Drug_Code	drug_code
ATC:C02L	Antihypertensives and diuretics in combination	Drug_Code	drug_code
ATC:C02LA	Rauwolfiaalkaloidsanddiureticsincombination	Drug_Code	drug_code
ATC:C02LA01	Reserpineanddiuretics	Drug_Code	drug_code
ATC:C02LA02	Rescinnamineanddiuretics	Drug_Code	drug_code
ATC:C02LA03	Deserpidineanddiuretics	Drug_Code	drug_code
ATC:C02LA04	Methoserpidineanddiuretics	Drug_Code	drug_code
ATC:C02LA07	Bietaserpineanddiuretics	Drug_Code	drug_code
ATC:C02LA08	Rauwolfiaalkaloids,wholerootanddiuretics	Drug_Code	drug_code
ATC:C02LA09	Syrosingopineanddiuretics	Drug_Code	drug_code
ATC:C02LA50	Combinationsofrauwolfiaalkaloidsanddiureticsincludingothercombinations	Drug_Code	drug_code
ATC:C02LA51	Reserpineanddiuretics,combinationswithotherdrugs	Drug_Code	drug_code
ATC:C02LA52	Rescinnamineanddiuretics,combinationswithotherdrugs	Drug_Code	drug_code
ATC:C02LA71	Reserpineanddiuretics,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:C02LB	Methyldopaanddiureticsincombination	Drug_Code	drug_code
ATC:C02LB01	Methyldopa(levorotatory)anddiuretics	Drug_Code	drug_code
ATC:C02LC	Imidazolinereceptoragonistsincombinationwithdiuretics	Drug_Code	drug_code
ATC:C02LC01	Clonidineanddiuretics	Drug_Code	drug_code
ATC:C02LC05	Moxonidineanddiuretics	Drug_Code	drug_code
ATC:C02LC51	Clonidineanddiuretics,combinationswithotherdrugs	Drug_Code	drug_code
ATC:C02LE	Alpha-adrenoreceptorantagonistsanddiuretics	Drug_Code	drug_code
ATC:C02LE01	Prazosinanddiuretics	Drug_Code	drug_code
ATC:C02LF	Guanidinederivativesanddiuretics	Drug_Code	drug_code
ATC:C02LF01	Guanethidineanddiuretics	Drug_Code	drug_code
ATC:C02LG	Hydrazinophthalazinederivativesanddiuretics	Drug_Code	drug_code
ATC:C02LG01	Dihydralazineanddiuretics	Drug_Code	drug_code
ATC:C02LG02	Hydralazineanddiuretics	Drug_Code	drug_code
ATC:C02LG03	Picodralazineanddiuretics	Drug_Code	drug_code
ATC:C02LG51	Dihydralazineanddiuretics,combinationswithotherdrugs	Drug_Code	drug_code
ATC:C02LG73	Picodralazineanddiuretics,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:C02LK	Alkaloids,excludingrauwolfia,incombinationwithdiuretics	Drug_Code	drug_code
ATC:C02LK01	Veratrumanddiuretics	Drug_Code	drug_code
ATC:C02LL	MAOinhibitorsanddiuretics	Drug_Code	drug_code
ATC:C02LL01	Pargylineanddiuretics	Drug_Code	drug_code
ATC:C02LX	Otherantihypertensivesanddiuretics	Drug_Code	drug_code
ATC:C02LX01	Pinacidilanddiuretics	Drug_Code	drug_code
ATC:C03	Diuretic drugs	Drug_Code	drug_code
ATC:C03A	Low-ceiling diuretics, thiazides	Drug_Code	drug_code
ATC:C03AA	Thiazides,plain	Drug_Code	drug_code
ATC:C03AA01	Bendroflumethiazide	Drug_Code	drug_code
ATC:C03AA02	Hydroflumethiazide	Drug_Code	drug_code
ATC:C03AA03	Hydrochlorothiazide	Drug_Code	drug_code
ATC:C03AA04	Chlorothiazide	Drug_Code	drug_code
ATC:C03AA05	Polythiazide	Drug_Code	drug_code
ATC:C03AA06	Trichlormethiazide	Drug_Code	drug_code
ATC:C03AA07	Cyclopenthiazide	Drug_Code	drug_code
ATC:C03AA08	Methyclothiazide	Drug_Code	drug_code
ATC:C03AA09	Cyclothiazide	Drug_Code	drug_code
ATC:C03AA13	Mebutizide	Drug_Code	drug_code
ATC:C03AB	Thiazidesandpotassiumincombination	Drug_Code	drug_code
ATC:C03AB01	Bendroflumethiazideandpotassium	Drug_Code	drug_code
ATC:C03AB02	Hydroflumethiazideandpotassium	Drug_Code	drug_code
ATC:C03AB03	Hydrochlorothiazideandpotassium	Drug_Code	drug_code
ATC:C03AB04	Chlorothiazideandpotassium	Drug_Code	drug_code
ATC:C03AB05	Polythiazideandpotassium	Drug_Code	drug_code
ATC:C03AB06	Trichlormethiazideandpotassium	Drug_Code	drug_code
ATC:C03AB07	Cyclopenthiazideandpotassium	Drug_Code	drug_code
ATC:C03AB08	Methyclothiazideandpotassium	Drug_Code	drug_code
ATC:C03AB09	Cyclothiazideandpotassium	Drug_Code	drug_code
ATC:C03AH	Thiazides,combinationswithpsycholepticsand/oranalgesics	Drug_Code	drug_code
ATC:C03AH01	Chlorothiazide,combinations	Drug_Code	drug_code
ATC:C03AH02	Hydroflumethiazide,combinations	Drug_Code	drug_code
ATC:C03AX	Thiazides,combinationswithotherdrugs	Drug_Code	drug_code
ATC:C03AX01	Hydrochlorothiazide,combinations	Drug_Code	drug_code
ATC:C03B	Low-ceiling diuretics, excluding thiazides	Drug_Code	drug_code
ATC:C03BA	Sulfonamides,plain	Drug_Code	drug_code
ATC:C03BA02	Quinethazone	Drug_Code	drug_code
ATC:C03BA03	Clopamide	Drug_Code	drug_code
ATC:C03BA04	Chlortalidone	Drug_Code	drug_code
ATC:C03BA05	Mefruside	Drug_Code	drug_code
ATC:C03BA07	Clofenamide	Drug_Code	drug_code
ATC:C03BA08	Metolazone	Drug_Code	drug_code
ATC:C03BA09	Meticrane	Drug_Code	drug_code
ATC:C03BA10	Xipamide	Drug_Code	drug_code
ATC:C03BA11	Indapamide	Drug_Code	drug_code
ATC:C03BA12	Clorexolone	Drug_Code	drug_code
ATC:C03BA13	Fenquizone	Drug_Code	drug_code
ATC:C03BA82	Clorexolone,combinationswithpsycholeptics	Drug_Code	drug_code
ATC:C03BB	Sulfonamidesandpotassiumincombination	Drug_Code	drug_code
ATC:C03BB02	Quinethazoneandpotassium	Drug_Code	drug_code
ATC:C03BB03	Clopamideandpotassium	Drug_Code	drug_code
ATC:C03BB04	Chlortalidoneandpotassium	Drug_Code	drug_code
ATC:C03BB05	Mefrusideandpotassium	Drug_Code	drug_code
ATC:C03BB07	Clofenamideandpotassium	Drug_Code	drug_code
ATC:C03BC	Mercurialdiuretics	Drug_Code	drug_code
ATC:C03BC01	Mersalyl	Drug_Code	drug_code
ATC:C03BD	Xanthinederivatives	Drug_Code	drug_code
ATC:C03BD01	Theobromine	Drug_Code	drug_code
ATC:C03BX	Otherlow-ceilingdiuretics	Drug_Code	drug_code
ATC:C03BX03	Cicletanine	Drug_Code	drug_code
ATC:C03C	High-ceiling diuretics	Drug_Code	drug_code
ATC:C03CA	Sulfonamides,plain	Drug_Code	drug_code
ATC:C03CA01	Furosemide	Drug_Code	drug_code
ATC:C03CA02	Bumetanide	Drug_Code	drug_code
ATC:C03CA03	Piretanide	Drug_Code	drug_code
ATC:C03CA04	Torasemide	Drug_Code	drug_code
ATC:C03CB	Sulfonamidesandpotassiumincombination	Drug_Code	drug_code
ATC:C03CB01	Furosemideandpotassium	Drug_Code	drug_code
ATC:C03CB02	Bumetanideandpotassium	Drug_Code	drug_code
ATC:C03CC	Aryloxyaceticacidderivatives	Drug_Code	drug_code
ATC:C03CC01	Etacrynicacid	Drug_Code	drug_code
ATC:C03CC02	Tienilicacid	Drug_Code	drug_code
ATC:C03CD	Pyrazolonederivatives	Drug_Code	drug_code
ATC:C03CD01	Muzolimine	Drug_Code	drug_code
ATC:C03CX	Otherhigh-ceilingdiuretics	Drug_Code	drug_code
ATC:C03CX01	Etozolin	Drug_Code	drug_code
ATC:C03D	Potassium-sparing agents	Drug_Code	drug_code
ATC:C03DA	Aldosteroneantagonists	Drug_Code	drug_code
ATC:C03DA01	Spironolactone	Drug_Code	drug_code
ATC:C03DA02	Potassiumcanrenoate	Drug_Code	drug_code
ATC:C03DA03	Canrenone	Drug_Code	drug_code
ATC:C03DA04	Eplerenone	Drug_Code	drug_code
ATC:C03DB	Otherpotassium-sparingagents	Drug_Code	drug_code
ATC:C03DB01	Amiloride	Drug_Code	drug_code
ATC:C03DB02	Triamterene	Drug_Code	drug_code
ATC:C03E	Diuretics and potassium-sparing agents in combination	Drug_Code	drug_code
ATC:C03EA	Low-ceilingdiureticsandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA01	Hydrochlorothiazideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA02	Trichlormethiazideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA03	Epitizideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA04	Altizideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA05	Mebutizideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA06	Chlortalidoneandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA07	Cyclopenthiazideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA12	Metolazoneandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA13	Bendroflumethiazideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EA14	Butizideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EB	High-ceilingdiureticsandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EB01	Furosemideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03EB02	Bumetanideandpotassium-sparingagents	Drug_Code	drug_code
ATC:C03X	Other diuretics	Drug_Code	drug_code
ATC:C03XA	Vasopressinantagonists	Drug_Code	drug_code
ATC:C03XA01	Tolvaptan	Drug_Code	drug_code
ATC:C03XA02	Conivaptan	Drug_Code	drug_code
ATC:C04	Peripheral vasodilators	Drug_Code	drug_code
ATC:C04A	Peripheral vasodilators	Drug_Code	drug_code
ATC:C04AA	2-amino-1-phenylethanolderivatives	Drug_Code	drug_code
ATC:C04AA01	Isoxsuprine	Drug_Code	drug_code
ATC:C04AA02	Buphenine	Drug_Code	drug_code
ATC:C04AA31	Bamethan	Drug_Code	drug_code
ATC:C04AB	Imidazolinederivatives	Drug_Code	drug_code
ATC:C04AB01	Phentolamine	Drug_Code	drug_code
ATC:C04AB02	Tolazoline	Drug_Code	drug_code
ATC:C04AC	Nicotinicacidandderivatives	Drug_Code	drug_code
ATC:C04AC01	Nicotinicacid	Drug_Code	drug_code
ATC:C04AC02	Nicotinylalcohol(pyridylcarbinol)	Drug_Code	drug_code
ATC:C04AC03	Inositolnicotinate	Drug_Code	drug_code
ATC:C04AC07	Ciclonicate	Drug_Code	drug_code
ATC:C04AD	Purinederivatives	Drug_Code	drug_code
ATC:C04AD01	Pentifylline	Drug_Code	drug_code
ATC:C04AD02	Xantinolnicotinate	Drug_Code	drug_code
ATC:C04AD03	Pentoxifylline	Drug_Code	drug_code
ATC:C04AD04	Etofyllinenicotinate	Drug_Code	drug_code
ATC:C04AE	Ergotalkaloids	Drug_Code	drug_code
ATC:C04AE01	Ergoloidmesylates	Drug_Code	drug_code
ATC:C04AE02	Nicergoline	Drug_Code	drug_code
ATC:C04AE04	Dihydroergocristine	Drug_Code	drug_code
ATC:C04AE51	Ergoloidmesylates,combinations	Drug_Code	drug_code
ATC:C04AE54	Dihydroergocristine,combinations	Drug_Code	drug_code
ATC:C04AF	Enzymes	Drug_Code	drug_code
ATC:C04AF01	Kallidinogenase	Drug_Code	drug_code
ATC:C04AX	Otherperipheralvasodilators	Drug_Code	drug_code
ATC:C04AX01	Cyclandelate	Drug_Code	drug_code
ATC:C04AX02	Phenoxybenzamine	Drug_Code	drug_code
ATC:C04AX07	Vincamine	Drug_Code	drug_code
ATC:C04AX10	Moxisylyte	Drug_Code	drug_code
ATC:C04AX11	Bencyclane	Drug_Code	drug_code
ATC:C04AX17	Vinburnine	Drug_Code	drug_code
ATC:C04AX19	Sulcotidil	Drug_Code	drug_code
ATC:C04AX20	Buflomedil	Drug_Code	drug_code
ATC:C04AX21	Naftidrofuryl	Drug_Code	drug_code
ATC:C04AX23	Butalamine	Drug_Code	drug_code
ATC:C04AX24	Visnadine	Drug_Code	drug_code
ATC:C04AX26	Cetiedil	Drug_Code	drug_code
ATC:C04AX27	Cinepazide	Drug_Code	drug_code
ATC:C04AX28	Ifenprodil	Drug_Code	drug_code
ATC:C04AX30	Azapetine	Drug_Code	drug_code
ATC:C04AX32	Fasudil	Drug_Code	drug_code
ATC:C05	Vasoprotective drugs	Drug_Code	drug_code
ATC:C05A	Agents for treatment of hemorrhoids and anal fissures for topical use	Drug_Code	drug_code
ATC:C05AA	Corticosteroids	Drug_Code	drug_code
ATC:C05AA01	Hydrocortisone	Drug_Code	drug_code
ATC:C05AA04	Prednisolone	Drug_Code	drug_code
ATC:C05AA05	Betamethasone	Drug_Code	drug_code
ATC:C05AA06	Fluorometholone	Drug_Code	drug_code
ATC:C05AA08	Fluocortolone	Drug_Code	drug_code
ATC:C05AA09	Dexamethasone	Drug_Code	drug_code
ATC:C05AA10	Fluocinoloneacetonide	Drug_Code	drug_code
ATC:C05AA11	Fluocinonide	Drug_Code	drug_code
ATC:C05AA12	Triamcinolone	Drug_Code	drug_code
ATC:C05AD	Localanesthetics	Drug_Code	drug_code
ATC:C05AD01	Lidocaine	Drug_Code	drug_code
ATC:C05AD02	Tetracaine	Drug_Code	drug_code
ATC:C05AD03	Benzocaine	Drug_Code	drug_code
ATC:C05AD04	Cinchocaine	Drug_Code	drug_code
ATC:C05AD05	Procaine	Drug_Code	drug_code
ATC:C05AD06	Oxetacaine	Drug_Code	drug_code
ATC:C05AD07	Pramocaine	Drug_Code	drug_code
ATC:C05AE	Musclerelaxants	Drug_Code	drug_code
ATC:C05AE01	Glyceryltrinitrate	Drug_Code	drug_code
ATC:C05AE02	Isosorbidedinitrate	Drug_Code	drug_code
ATC:C05AE03	Diltiazem	Drug_Code	drug_code
